order_id,customer_id,order_date,region,segment,payment_method,channel,status,product_category,product_name,unit_price,quantity,discount_pct,gross_sales,discount_amount,net_sales,year_month
1746,1413,2024-11-22,South,Budget,PayPal,In-Store,completed,Electronics,Smartphone,799,2,0.0,1598,0.0,1598.0,2024-11
1747,2478,2024-05-12,Northeast,Budget,Apple Pay,Online,completed,Clothing,Shoes,99,3,0.1,297,29.700000000000003,267.3,2024-05
1748,1585,2024-11-07,Northeast,Mainstream,Cash,Online,completed,Home,Sofa,49,3,0.1,147,14.700000000000001,132.3,2024-11
1749,2256,2024-02-01,Northeast,Budget,Card,In-Store,completed,Clothing,T-shirt,29,1,0.0,29,0.0,29.0,2024-02
1750,2247,2024-10-31,South,Mainstream,Card,Online,completed,Beauty,Lotion,35,1,0.1,35,3.5,31.5,2024-10
1751,1993,2024-09-25,West,Budget,Cash,In-Store,completed,Groceries,Rice,3,2,0.0,6,0.0,6.0,2024-09
1752,2435,2024-01-25,Midwest,Budget,Card,In-Store,completed,Home,Sofa,199,2,0.0,398,0.0,398.0,2024-01
1753,1571,2024-11-11,Northeast,Mainstream,Cash,In-Store,completed,Sports,Dumbbells,25,3,0.0,75,0.0,75.0,2024-11
1754,1334,2024-02-28,Northeast,Budget,Card,Online,completed,Groceries,Bread,2,3,0.1,6,0.6000000000000001,5.4,2024-02
1755,2245,2024-07-31,Midwest,Budget,Card,Online,completed,Home,Sofa,129,3,0.1,387,38.7,348.3,2024-07
1757,1988,2024-11-09,South,Budget,Card,Online,completed,Clothing,Dress,99,1,0.1,99,9.9,89.1,2024-11
1758,1277,2024-10-02,South,Mainstream,Card,Online,completed,Sports,Yoga Mat,80,3,0.1,240,24.0,216.0,2024-10
1759,2219,2024-07-28,West,Premium,Card,In-Store,completed,Sports,Yoga Mat,15,4,0.05,60,3.0,57.0,2024-07
1760,1915,2024-02-26,Northeast,Mainstream,Cash,In-Store,completed,Electronics,Tablet,299,2,0.0,598,0.0,598.0,2024-02
1761,1483,2024-07-03,Midwest,Budget,Card,Online,completed,Groceries,Eggs,5,4,0.05,20,1.0,19.0,2024-07
1762,2265,2024-02-23,Northeast,Mainstream,Card,In-Store,completed,Electronics,Tablet,799,4,0.0,3196,0.0,3196.0,2024-02
1763,2347,2024-07-27,Midwest,Budget,Card,Online,completed,Sports,Bike Helmet,80,2,0.1,160,16.0,144.0,2024-07
1764,1730,2024-12-07,Midwest,Budget,Card,Online,completed,Clothing,Dress,49,2,0.15,98,14.7,83.3,2024-12
1765,1191,2024-10-19,West,Mainstream,Apple Pay,In-Store,completed,Groceries,Eggs,5,4,0.0,20,0.0,20.0,2024-10
1766,2040,2024-12-05,South,Budget,PayPal,Online,completed,Sports,Dumbbells,80,2,0.15,160,24.0,136.0,2024-12
1767,1523,2024-10-30,South,Budget,PayPal,In-Store,completed,Home,Chair,399,4,0.0,1596,0.0,1596.0,2024-10
1768,1917,2024-09-08,Northeast,Budget,Cash,In-Store,completed,Sports,Bike Helmet,25,4,0.0,100,0.0,100.0,2024-09
1769,1400,2024-10-30,Northeast,Premium,Apple Pay,Online,completed,Groceries,Bread,2,2,0.0,4,0.0,4.0,2024-10
1771,1704,2024-12-31,West,Budget,Card,Online,completed,Toys,Puzzle,50,1,0.1,50,5.0,45.0,2024-12
1772,1021,2024-01-06,South,Mainstream,Cash,Online,completed,Electronics,Tablet,799,3,0.0,2397,0.0,2397.0,2024-01
1773,1473,2024-07-09,Midwest,Mainstream,Card,Online,completed,Groceries,Bread,2,4,0.05,8,0.4,7.6,2024-07
1774,2143,2024-11-29,South,Mainstream,Cash,In-Store,completed,Toys,Doll,50,3,0.0,150,0.0,150.0,2024-11
1775,1209,2024-10-05,South,Premium,PayPal,In-Store,completed,Beauty,Shampoo,35,3,0.0,105,0.0,105.0,2024-10
1776,1305,2024-12-05,South,Budget,Card,In-Store,completed,Clothing,T-shirt,99,2,0.0,198,0.0,198.0,2024-12
1777,2293,2024-01-13,Northeast,Budget,PayPal,Online,completed,Sports,Bike Helmet,80,1,0.1,80,8.0,72.0,2024-01
1778,1703,2024-10-29,South,Budget,Card,Online,completed,Clothing,T-shirt,29,2,0.15,58,8.7,49.3,2024-10
1779,1686,2024-02-13,West,Mainstream,Apple Pay,Online,completed,Sports,Dumbbells,80,2,0.0,160,0.0,160.0,2024-02
1780,1284,2024-04-14,South,Budget,Card,Online,completed,Electronics,Headphones,999,1,0.05,999,49.95,949.05,2024-04
1781,1715,2024-06-08,Midwest,Mainstream,Apple Pay,Online,completed,Toys,Puzzle,80,1,0.0,80,0.0,80.0,2024-06
1782,1762,2024-06-02,West,Premium,Cash,Online,completed,Electronics,Tablet,299,1,0.02,299,5.98,293.02,2024-06
1783,2250,2024-08-29,South,Budget,Card,Online,completed,Clothing,T-shirt,99,3,0.1,297,29.700000000000003,267.3,2024-08
1784,1947,2024-06-29,West,Premium,Card,Online,completed,Home,Lamp,399,3,0.05,1197,59.85,1137.15,2024-06
1785,1380,2024-01-14,South,Budget,Card,Online,completed,Clothing,Jacket,29,1,0.05,29,1.4500000000000002,27.55,2024-01
1786,1459,2024-06-28,South,Mainstream,PayPal,Online,completed,Groceries,Bread,2,2,0.1,4,0.4,3.6,2024-06
1787,2030,2024-10-18,Northeast,Mainstream,Card,In-Store,completed,Electronics,Laptop,799,3,0.0,2397,0.0,2397.0,2024-10
1788,1028,2024-09-20,Northeast,Mainstream,Card,In-Store,completed,Groceries,Milk,8,1,0.0,8,0.0,8.0,2024-09
1789,1906,2024-06-16,Midwest,Mainstream,Card,In-Store,completed,Home,Sofa,49,1,0.0,49,0.0,49.0,2024-06
1792,1078,2024-01-16,Northeast,Mainstream,Cash,Online,completed,Beauty,Shampoo,9,1,0.05,9,0.45,8.55,2024-01
1793,1946,2024-03-31,South,Budget,Apple Pay,Online,completed,Electronics,Tablet,499,2,0.05,998,49.900000000000006,948.1,2024-03
1794,1458,2024-04-29,Midwest,Premium,Apple Pay,Online,completed,Groceries,Eggs,3,3,0.0,9,0.0,9.0,2024-04
1795,1569,2024-09-09,South,Premium,Apple Pay,In-Store,completed,Clothing,T-shirt,99,4,0.05,396,19.8,376.2,2024-09
1796,2453,2024-02-29,South,Mainstream,Cash,In-Store,completed,Groceries,Eggs,8,1,0.0,8,0.0,8.0,2024-02
1797,1737,2024-09-22,Midwest,Mainstream,Card,Online,completed,Beauty,Skincare,60,2,0.1,120,12.0,108.0,2024-09
1798,2308,2024-01-31,South,Mainstream,Card,Online,completed,Toys,RC Car,80,4,0.05,320,16.0,304.0,2024-01
1799,1515,2024-01-21,West,Mainstream,Card,Online,completed,Clothing,Jacket,29,2,0.0,58,0.0,58.0,2024-01
1800,2122,2024-08-06,South,Budget,Card,Online,completed,Electronics,Smartwatch,999,3,0.05,2997,149.85,2847.15,2024-08
1801,1396,2024-03-21,West,Mainstream,Card,In-Store,completed,Clothing,Shoes,99,4,0.0,396,0.0,396.0,2024-03
1802,1038,2024-10-15,Northeast,Premium,Apple Pay,In-Store,completed,Sports,Dumbbells,25,3,0.02,75,1.5,73.5,2024-10
1803,2294,2024-01-31,Northeast,Budget,PayPal,Online,completed,Sports,Yoga Mat,150,3,0.05,450,22.5,427.5,2024-01
1804,1886,2024-08-21,West,Mainstream,Apple Pay,In-Store,completed,Clothing,Jacket,49,2,0.0,98,0.0,98.0,2024-08
1805,1796,2024-02-05,Midwest,Mainstream,Card,Online,completed,Clothing,Dress,99,2,0.1,198,19.8,178.2,2024-02
1806,1156,2024-05-11,West,Budget,Card,Online,completed,Home,Chair,399,3,0.05,1197,59.85,1137.15,2024-05
1807,2098,2024-11-19,South,Budget,PayPal,In-Store,completed,Clothing,Shoes,79,3,0.0,237,0.0,237.0,2024-11
1808,1883,2024-12-11,West,Mainstream,Card,In-Store,completed,Sports,Bike Helmet,45,1,0.0,45,0.0,45.0,2024-12
1809,2153,2024-05-11,Northeast,Budget,Card,In-Store,completed,Beauty,Makeup,25,3,0.0,75,0.0,75.0,2024-05
1810,1973,2024-01-09,Northeast,Budget,PayPal,Online,completed,Clothing,Dress,99,3,0.15,297,44.55,252.45,2024-01
1811,2107,2024-01-30,South,Mainstream,Card,Online,completed,Toys,RC Car,50,3,0.0,150,0.0,150.0,2024-01
1812,2045,2024-04-24,West,Mainstream,Apple Pay,Online,completed,Beauty,Perfume,15,4,0.0,60,0.0,60.0,2024-04
1813,2482,2024-10-27,Midwest,Budget,Card,In-Store,completed,Beauty,Perfume,35,2,0.0,70,0.0,70.0,2024-10
1814,1848,2024-01-04,South,Mainstream,Apple Pay,In-Store,completed,Toys,Board Game,20,3,0.0,60,0.0,60.0,2024-01
1815,2405,2024-11-20,South,Mainstream,Card,In-Store,completed,Groceries,Bread,2,3,0.0,6,0.0,6.0,2024-11
1817,2463,2024-01-23,South,Mainstream,Card,In-Store,completed,Toys,Doll,30,3,0.0,90,0.0,90.0,2024-01
1818,1988,2024-01-16,South,Mainstream,Card,In-Store,completed,Sports,Bike Helmet,80,3,0.0,240,0.0,240.0,2024-01
1819,1020,2024-01-22,Midwest,Budget,Card,Online,completed,Toys,Puzzle,10,4,0.1,40,4.0,36.0,2024-01
1820,1302,2024-03-12,Midwest,Premium,Apple Pay,Online,completed,Groceries,Eggs,5,1,0.0,5,0.0,5.0,2024-03
1821,1868,2024-10-30,West,Mainstream,PayPal,Online,completed,Electronics,Smartwatch,499,2,0.0,998,0.0,998.0,2024-10
1822,1083,2024-08-17,Northeast,Budget,Card,Online,completed,Clothing,T-shirt,99,1,0.1,99,9.9,89.1,2024-08
1823,2476,2024-04-16,South,Budget,Card,In-Store,completed,Groceries,Eggs,5,4,0.0,20,0.0,20.0,2024-04
1824,2410,2024-07-26,South,Mainstream,Card,Online,completed,Home,Lamp,89,3,0.1,267,26.700000000000003,240.3,2024-07
1825,2280,2024-07-26,Midwest,Budget,Card,Online,completed,Groceries,Milk,3,1,0.05,3,0.15000000000000002,2.85,2024-07
1826,1569,2024-09-19,South,Budget,PayPal,Online,completed,Groceries,Eggs,3,4,0.05,12,0.6000000000000001,11.4,2024-09
1827,1933,2024-02-20,West,Budget,Card,Online,completed,Toys,Board Game,80,3,0.1,240,24.0,216.0,2024-02
1829,2186,2024-09-21,Northeast,Budget,Card,Online,completed,Groceries,Coffee,5,1,0.15,5,0.75,4.25,2024-09
1831,1792,2024-10-27,West,Mainstream,PayPal,Online,completed,Beauty,Shampoo,60,3,0.05,180,9.0,171.0,2024-10
1833,2294,2024-05-31,Northeast,Mainstream,Card,Online,completed,Groceries,Coffee,8,2,0.1,16,1.6,14.4,2024-05
1834,1491,2024-09-22,Northeast,Mainstream,Card,Online,completed,Home,Sofa,399,2,0.05,798,39.900000000000006,758.1,2024-09
1835,1207,2024-11-24,Midwest,Mainstream,Card,Online,completed,Home,Sofa,49,3,0.1,147,14.700000000000001,132.3,2024-11
1836,2083,2024-10-30,Midwest,Mainstream,Cash,In-Store,completed,Electronics,Tablet,199,4,0.0,796,0.0,796.0,2024-10
1837,1429,2024-06-11,Northeast,Budget,Card,Online,completed,Groceries,Eggs,3,2,0.1,6,0.6000000000000001,5.4,2024-06
1838,1984,2024-12-08,South,Mainstream,Cash,Online,completed,Clothing,Jacket,19,3,0.05,57,2.85,54.15,2024-12
1839,2332,2025-01-01,South,Mainstream,Card,Online,completed,Sports,Bike Helmet,45,1,0.1,45,4.5,40.5,2025-01
1841,1590,2024-07-17,Northeast,Budget,Apple Pay,Online,completed,Beauty,Makeup,15,1,0.05,15,0.75,14.25,2024-07
1842,2050,2024-01-16,Midwest,Budget,Card,Online,completed,Electronics,Laptop,499,3,0.05,1497,74.85000000000001,1422.15,2024-01
1843,1198,2024-11-04,South,Mainstream,Card,Online,completed,Groceries,Bread,8,1,0.0,8,0.0,8.0,2024-11
1844,1386,2024-10-22,Northeast,Budget,Card,In-Store,completed,Electronics,Tablet,299,4,0.0,1196,0.0,1196.0,2024-10
1845,1348,2024-12-21,South,Premium,Cash,Online,completed,Groceries,Milk,2,3,0.02,6,0.12,5.88,2024-12
1846,1959,2024-10-02,Northeast,Mainstream,Card,Online,completed,Beauty,Lotion,60,4,0.0,240,0.0,240.0,2024-10
1847,1692,2024-08-26,Midwest,Budget,PayPal,Online,completed,Sports,Dumbbells,45,4,0.1,180,18.0,162.0,2024-08
1848,1377,2024-03-09,Midwest,Budget,Card,In-Store,completed,Sports,Running Shoes,150,4,0.0,600,0.0,600.0,2024-03
1849,1898,2024-10-27,Northeast,Budget,Card,In-Store,completed,Electronics,Headphones,299,2,0.0,598,0.0,598.0,2024-10
1850,1915,2024-01-06,Northeast,Budget,Cash,Online,completed,Clothing,T-shirt,29,4,0.1,116,11.600000000000001,104.4,2024-01
1851,1526,2024-08-07,West,Premium,Card,In-Store,completed,Home,Lamp,49,3,0.0,147,0.0,147.0,2024-08
1852,2176,2024-09-10,South,Premium,Card,In-Store,completed,Clothing,Jacket,19,2,0.0,38,0.0,38.0,2024-09
1853,1733,2024-10-21,South,Premium,Card,Online,completed,Electronics,Tablet,999,3,0.0,2997,0.0,2997.0,2024-10
1854,1205,2024-12-23,South,Mainstream,Apple Pay,Online,completed,Toys,Board Game,30,3,0.0,90,0.0,90.0,2024-12
1855,1454,2024-04-16,West,Mainstream,Card,In-Store,completed,Clothing,Jeans,99,2,0.0,198,0.0,198.0,2024-04
1856,2296,2024-10-21,South,Premium,Card,Online,completed,Groceries,Rice,5,3,0.05,15,0.75,14.25,2024-10
1857,2259,2024-04-27,Midwest,Premium,PayPal,Online,completed,Clothing,Shoes,79,1,0.02,79,1.58,77.42,2024-04
1858,1520,2024-06-16,Northeast,Premium,Apple Pay,In-Store,completed,Clothing,Jeans,29,2,0.0,58,0.0,58.0,2024-06
1859,2016,2024-09-07,Northeast,Premium,PayPal,In-Store,completed,Toys,Puzzle,80,2,0.02,160,3.2,156.8,2024-09
1860,1955,2024-03-22,South,Mainstream,Apple Pay,In-Store,completed,Clothing,Shoes,49,1,0.0,49,0.0,49.0,2024-03
1861,1725,2024-02-23,South,Budget,Apple Pay,Online,completed,Groceries,Milk,2,2,0.1,4,0.4,3.6,2024-02
1862,2013,2024-08-27,Midwest,Mainstream,Card,Online,completed,Home,Sofa,399,3,0.05,1197,59.85,1137.15,2024-08
1863,1500,2024-12-31,Midwest,Mainstream,Card,Online,completed,Clothing,Shoes,49,1,0.05,49,2.45,46.55,2024-12
1864,1116,2024-01-12,South,Mainstream,Cash,Online,completed,Home,Chair,89,3,0.05,267,13.350000000000001,253.65,2024-01
1865,1385,2024-07-27,Midwest,Mainstream,Card,In-Store,completed,Home,Bedding,129,2,0.0,258,0.0,258.0,2024-07
1866,2367,2024-06-13,Northeast,Mainstream,Card,Online,completed,Toys,Doll,80,1,0.0,80,0.0,80.0,2024-06
1867,1583,2024-12-31,Northeast,Mainstream,Apple Pay,Online,completed,Groceries,Eggs,8,2,0.1,16,1.6,14.4,2024-12
1868,1394,2024-10-20,West,Budget,Cash,Online,completed,Groceries,Eggs,12,4,0.1,48,4.800000000000001,43.2,2024-10
1869,2087,2024-01-07,Midwest,Budget,Apple Pay,Online,completed,Groceries,Bread,12,3,0.05,36,1.8,34.2,2024-01
1870,1720,2024-03-18,Midwest,Budget,PayPal,Online,completed,Groceries,Milk,5,1,0.1,5,0.5,4.5,2024-03
1871,1071,2024-03-05,South,Budget,Card,Online,completed,Electronics,Laptop,799,4,0.1,3196,319.6,2876.4,2024-03
1872,1273,2024-04-11,South,Mainstream,Apple Pay,Online,completed,Clothing,Jeans,79,1,0.1,79,7.9,71.1,2024-04
1873,2343,2024-12-22,Northeast,Budget,PayPal,Online,completed,Electronics,Smartwatch,499,3,0.05,1497,74.85000000000001,1422.15,2024-12
1874,1337,2024-10-26,West,Budget,Card,In-Store,completed,Sports,Yoga Mat,15,3,0.0,45,0.0,45.0,2024-10
1875,2389,2024-10-13,Midwest,Mainstream,PayPal,Online,completed,Electronics,Laptop,999,2,0.05,1998,99.9,1898.1,2024-10
1876,1606,2024-06-19,Northeast,Mainstream,Card,In-Store,completed,Groceries,Milk,12,1,0.0,12,0.0,12.0,2024-06
1877,1165,2024-03-17,West,Budget,PayPal,Online,completed,Clothing,Jeans,79,2,0.1,158,15.8,142.2,2024-03
1878,1010,2024-02-17,South,Mainstream,Card,Online,completed,Home,Chair,199,2,0.1,398,39.800000000000004,358.2,2024-02
1879,2324,2024-09-11,West,Budget,Apple Pay,Online,completed,Clothing,Shoes,49,4,0.05,196,9.8,186.2,2024-09
1880,1728,2024-03-22,Northeast,Budget,PayPal,Online,completed,Electronics,Headphones,999,4,0.1,3996,399.6,3596.4,2024-03
1881,1800,2024-07-27,Northeast,Mainstream,Card,Online,completed,Sports,Dumbbells,45,2,0.0,90,0.0,90.0,2024-07
1882,1101,2024-07-27,Northeast,Premium,Card,In-Store,completed,Home,Cookware,129,2,0.0,258,0.0,258.0,2024-07
1883,2448,2024-03-24,Northeast,Mainstream,Card,Online,completed,Electronics,Headphones,499,4,0.1,1996,199.60000000000002,1796.4,2024-03
1884,2415,2024-01-10,West,Mainstream,PayPal,Online,completed,Home,Sofa,199,4,0.0,796,0.0,796.0,2024-01
1885,1778,2024-01-29,Midwest,Mainstream,Card,In-Store,completed,Clothing,T-shirt,19,1,0.0,19,0.0,19.0,2024-01
1886,1213,2024-10-30,Midwest,Mainstream,Apple Pay,Online,completed,Toys,Lego Set,10,2,0.0,20,0.0,20.0,2024-10
1888,1400,2024-09-25,Northeast,Mainstream,Cash,In-Store,completed,Clothing,Shoes,99,2,0.0,198,0.0,198.0,2024-09
1889,1587,2024-02-16,West,Premium,Card,Online,completed,Electronics,Smartwatch,199,4,0.0,796,0.0,796.0,2024-02
1890,1888,2024-12-24,West,Mainstream,Apple Pay,Online,completed,Electronics,Headphones,199,4,0.05,796,39.800000000000004,756.2,2024-12
1891,2069,2024-03-31,South,Mainstream,PayPal,Online,completed,Electronics,Headphones,299,1,0.05,299,14.950000000000001,284.05,2024-03
1892,2486,2024-02-22,Northeast,Mainstream,Card,In-Store,completed,Electronics,Laptop,799,4,0.0,3196,0.0,3196.0,2024-02
1894,2333,2024-12-13,South,Mainstream,Apple Pay,Online,completed,Sports,Dumbbells,15,1,0.0,15,0.0,15.0,2024-12
1895,2109,2024-03-17,West,Mainstream,Card,Online,completed,Clothing,Jeans,49,3,0.05,147,7.3500000000000005,139.65,2024-03
1896,1091,2024-07-22,Northeast,Premium,Apple Pay,In-Store,completed,Clothing,Jeans,49,1,0.0,49,0.0,49.0,2024-07
1897,1672,2024-02-13,South,Premium,Apple Pay,Online,completed,Electronics,Smartphone,799,2,0.05,1598,79.9,1518.1,2024-02
1898,1713,2024-06-04,South,Mainstream,Card,Online,completed,Electronics,Smartwatch,199,4,0.0,796,0.0,796.0,2024-06
1899,1935,2024-01-02,Northeast,Premium,Apple Pay,In-Store,completed,Toys,Lego Set,20,1,0.0,20,0.0,20.0,2024-01
1900,1241,2024-12-22,South,Budget,Card,In-Store,completed,Groceries,Rice,8,1,0.0,8,0.0,8.0,2024-12
1901,1001,2024-11-08,Northeast,Premium,Card,In-Store,completed,Beauty,Skincare,15,3,0.0,45,0.0,45.0,2024-11
1902,1224,2024-02-26,South,Budget,Card,In-Store,completed,Sports,Running Shoes,150,2,0.0,300,0.0,300.0,2024-02
1903,1800,2024-10-16,West,Budget,Card,In-Store,completed,Electronics,Headphones,799,4,0.0,3196,0.0,3196.0,2024-10
1904,1588,2024-02-27,South,Mainstream,Card,In-Store,completed,Clothing,Dress,19,3,0.0,57,0.0,57.0,2024-02
1905,1115,2024-09-10,West,Mainstream,Card,Online,completed,Groceries,Rice,3,1,0.0,3,0.0,3.0,2024-09
1906,1917,2024-06-28,Northeast,Premium,Card,Online,completed,Clothing,T-shirt,49,3,0.02,147,2.94,144.06,2024-06
1907,2126,2024-06-05,Midwest,Mainstream,Card,Online,completed,Electronics,Headphones,499,4,0.1,1996,199.60000000000002,1796.4,2024-06
1908,1193,2024-02-04,West,Premium,PayPal,Online,completed,Sports,Bike Helmet,80,2,0.05,160,8.0,152.0,2024-02
1909,2189,2024-03-15,South,Budget,Cash,In-Store,completed,Clothing,T-shirt,29,2,0.0,58,0.0,58.0,2024-03
1910,1870,2024-10-15,West,Mainstream,PayPal,In-Store,completed,Electronics,Laptop,999,4,0.0,3996,0.0,3996.0,2024-10
1911,1089,2024-03-15,South,Mainstream,Card,In-Store,completed,Groceries,Rice,8,4,0.0,32,0.0,32.0,2024-03
1912,1121,2024-11-24,South,Mainstream,Card,Online,completed,Beauty,Makeup,15,2,0.0,30,0.0,30.0,2024-11
1913,1142,2024-03-18,West,Budget,Card,In-Store,completed,Electronics,Laptop,299,2,0.0,598,0.0,598.0,2024-03
1914,1993,2024-09-11,Northeast,Mainstream,Card,In-Store,completed,Groceries,Eggs,12,2,0.0,24,0.0,24.0,2024-09
1915,1105,2024-09-21,Northeast,Mainstream,Cash,Online,completed,Clothing,Jacket,49,3,0.0,147,0.0,147.0,2024-09
1918,2328,2024-08-08,West,Budget,Card,In-Store,completed,Home,Lamp,199,3,0.0,597,0.0,597.0,2024-08
1919,1316,2024-06-12,Northeast,Budget,Card,Online,completed,Beauty,Skincare,15,1,0.05,15,0.75,14.25,2024-06
1920,1634,2024-08-07,West,Budget,PayPal,Online,completed,Sports,Yoga Mat,150,2,0.1,300,30.0,270.0,2024-08
1921,1008,2024-06-20,Midwest,Premium,Card,In-Store,completed,Electronics,Smartwatch,499,3,0.02,1497,29.94,1467.06,2024-06
1922,1773,2024-09-10,West,Mainstream,Cash,Online,completed,Sports,Yoga Mat,25,1,0.0,25,0.0,25.0,2024-09
1923,2096,2024-07-28,South,Mainstream,Card,Online,completed,Groceries,Rice,5,4,0.0,20,0.0,20.0,2024-07
1924,2382,2024-07-06,Midwest,Mainstream,Apple Pay,Online,completed,Home,Bedding,89,4,0.0,356,0.0,356.0,2024-07
1925,1222,2024-07-09,West,Premium,Card,Online,completed,Sports,Dumbbells,150,2,0.02,300,6.0,294.0,2024-07
1926,2439,2024-08-02,South,Budget,Card,Online,completed,Clothing,Shoes,99,2,0.05,198,9.9,188.1,2024-08
1928,2393,2024-04-15,South,Mainstream,Card,Online,completed,Home,Lamp,129,2,0.05,258,12.9,245.1,2024-04
1929,1715,2024-11-27,South,Mainstream,Apple Pay,Online,completed,Clothing,Jeans,79,1,0.0,79,0.0,79.0,2024-11
1930,2287,2024-10-22,West,Mainstream,PayPal,In-Store,completed,Sports,Running Shoes,45,4,0.0,180,0.0,180.0,2024-10
1931,2341,2024-01-19,West,Budget,PayPal,In-Store,completed,Electronics,Tablet,199,4,0.0,796,0.0,796.0,2024-01
1932,2107,2024-02-16,South,Budget,PayPal,In-Store,completed,Home,Sofa,199,1,0.0,199,0.0,199.0,2024-02
1933,2341,2024-03-05,Northeast,Mainstream,Card,Online,completed,Electronics,Smartwatch,799,2,0.05,1598,79.9,1518.1,2024-03
1934,1110,2024-05-25,West,Mainstream,PayPal,In-Store,completed,Electronics,Smartphone,799,4,0.0,3196,0.0,3196.0,2024-05
1936,1382,2024-03-06,Midwest,Mainstream,PayPal,Online,completed,Sports,Dumbbells,150,1,0.0,150,0.0,150.0,2024-03
1937,1006,2024-01-05,Midwest,Mainstream,Cash,In-Store,completed,Groceries,Bread,12,2,0.0,24,0.0,24.0,2024-01
1938,1458,2024-04-02,West,Budget,Cash,Online,completed,Clothing,Jeans,79,3,0.05,237,11.850000000000001,225.15,2024-04
1940,1207,2024-04-03,West,Mainstream,Card,In-Store,completed,Beauty,Perfume,9,4,0.0,36,0.0,36.0,2024-04
1941,1899,2024-04-15,South,Budget,Cash,Online,completed,Home,Lamp,199,3,0.05,597,29.85,567.15,2024-04
1942,2413,2024-05-12,Midwest,Budget,Card,Online,completed,Electronics,Headphones,199,4,0.1,796,79.60000000000001,716.4,2024-05
1943,2337,2024-12-06,South,Budget,Card,Online,completed,Sports,Bike Helmet,80,1,0.15,80,12.0,68.0,2024-12
1944,1021,2024-11-09,South,Premium,Card,In-Store,completed,Groceries,Bread,3,1,0.0,3,0.0,3.0,2024-11
1946,1894,2024-07-30,West,Mainstream,Card,Online,completed,Home,Chair,129,3,0.05,387,19.35,367.65,2024-07
1948,2150,2024-06-07,West,Premium,Card,Online,completed,Clothing,Jacket,49,2,0.0,98,0.0,98.0,2024-06
1949,1808,2024-09-24,Northeast,Mainstream,Card,Online,completed,Home,Bedding,129,3,0.0,387,0.0,387.0,2024-09
1950,1873,2024-05-28,West,Budget,Card,In-Store,completed,Home,Lamp,399,4,0.0,1596,0.0,1596.0,2024-05
1951,1013,2024-12-15,South,Mainstream,Card,Online,completed,Toys,Doll,50,3,0.05,150,7.5,142.5,2024-12
1952,1970,2024-03-31,Northeast,Mainstream,PayPal,In-Store,completed,Clothing,Dress,29,2,0.0,58,0.0,58.0,2024-03
1953,1977,2024-08-23,Northeast,Mainstream,Card,Online,completed,Groceries,Bread,2,1,0.05,2,0.1,1.9,2024-08
1956,1086,2024-06-16,Midwest,Premium,Card,In-Store,completed,Groceries,Coffee,5,2,0.0,10,0.0,10.0,2024-06
1957,1908,2024-07-11,South,Premium,Card,Online,completed,Home,Cookware,399,1,0.0,399,0.0,399.0,2024-07
1958,2324,2024-07-05,Northeast,Budget,Card,Online,completed,Home,Cookware,129,2,0.1,258,25.8,232.2,2024-07
1959,2266,2024-09-27,South,Budget,Card,In-Store,completed,Electronics,Smartwatch,999,4,0.0,3996,0.0,3996.0,2024-09
1961,2170,2024-01-11,South,Mainstream,Apple Pay,Online,completed,Home,Chair,49,4,0.1,196,19.6,176.4,2024-01
1962,1749,2024-02-24,Midwest,Mainstream,PayPal,Online,completed,Home,Lamp,399,3,0.0,1197,0.0,1197.0,2024-02
1963,2379,2024-09-14,West,Mainstream,PayPal,Online,completed,Electronics,Smartwatch,999,2,0.0,1998,0.0,1998.0,2024-09
1964,1684,2024-03-05,South,Premium,Apple Pay,In-Store,completed,Electronics,Smartphone,999,3,0.05,2997,149.85,2847.15,2024-03
1965,1308,2024-06-20,Northeast,Mainstream,PayPal,In-Store,completed,Clothing,Jacket,29,2,0.0,58,0.0,58.0,2024-06
1966,1694,2024-09-28,West,Budget,Card,Online,completed,Sports,Yoga Mat,25,3,0.05,75,3.75,71.25,2024-09
1967,1287,2024-05-29,Midwest,Budget,Card,Online,completed,Electronics,Laptop,999,4,0.1,3996,399.6,3596.4,2024-05
1968,1306,2024-12-27,West,Budget,Card,Online,completed,Home,Lamp,199,2,0.1,398,39.800000000000004,358.2,2024-12
1970,1661,2024-07-27,South,Budget,Card,Online,completed,Electronics,Headphones,199,4,0.15,796,119.39999999999999,676.6,2024-07
1971,1548,2024-10-12,West,Mainstream,PayPal,Online,completed,Home,Sofa,199,2,0.0,398,0.0,398.0,2024-10
1972,2375,2024-01-10,Northeast,Budget,Card,In-Store,completed,Groceries,Bread,12,4,0.0,48,0.0,48.0,2024-01
1973,1311,2024-08-14,Midwest,Mainstream,Cash,In-Store,completed,Groceries,Eggs,5,1,0.0,5,0.0,5.0,2024-08
1974,1872,2024-07-04,Northeast,Mainstream,Card,Online,completed,Electronics,Laptop,799,1,0.1,799,79.9,719.1,2024-07
1975,2082,2024-03-02,South,Budget,Card,Online,completed,Sports,Yoga Mat,25,1,0.05,25,1.25,23.75,2024-03
1976,1923,2024-03-25,West,Budget,Card,Online,completed,Home,Bedding,399,1,0.1,399,39.900000000000006,359.1,2024-03
1977,1754,2024-05-13,South,Budget,Card,Online,completed,Home,Lamp,89,4,0.1,356,35.6,320.4,2024-05
1978,1034,2024-11-18,West,Budget,PayPal,Online,completed,Groceries,Eggs,8,2,0.1,16,1.6,14.4,2024-11
